municipio;codigo_ibge;tipo_captacao;nome_sistema;latitude;longitude;fonte;observacao
Nossa Senhora do Livramento;5106109;subterraneo;Ponto 21;-15.403367;-56.201030;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nossa Senhora do Livramento;5106109;subterraneo;Ponto 20;-15.413717;-56.375568;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 54;-15.748333;-56.719167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Novo São Joaquim;5106281;subterraneo;Ponto 1;-14.542100;-53.010600;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Novo São Joaquim;5106281;subterraneo;Ponto 1;-14.542000;-53.010600;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Novo São Joaquim;5106281;subterraneo;Ponto 1;-14.542100;-53.010500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Arenápolis;5101308;subterraneo;Ponto 1;-14.000000;-56.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nossa Senhora do Livramento;5106109;subterraneo;Ponto 6;-15.778252;-56.341823;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 96;-15.677000;-56.038000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 97;-15.672000;-56.038000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
General Carneiro;5103908;subterraneo;Ponto 1;-15.423595;-52.453537;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sapezal;5107875;subterraneo;Ponto 1;-13.000000;-58.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 09;-15.648000;-56.049000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 38;-15.648658;-56.041294;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 42;-15.631000;-56.073000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 120;-15.531983;-56.038125;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 121;-15.536653;-56.032464;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 10;-15.646000;-56.019000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 11;-15.647000;-56.025000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 01 NOVA CANAA;-15.557800;-56.016625;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 02 NOVA CANAA;-15.555906;-56.017144;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 40;-15.645000;-56.023000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 17;-15.645000;-55.969000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 19;-15.657000;-55.974000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 27;-15.650000;-55.973000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 24;-15.654000;-55.980000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 109;-15.053000;-55.984000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 30;-15.655000;-55.988000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 32;-15.657000;-55.983000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 41;-15.650000;-55.994000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 23;-15.638000;-56.007000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 29;-15.649000;-55.976000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 118;-15.649000;-55.982000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 108;-15.628000;-55.949000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 22;-15.643000;-56.006000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 13;-15.343000;-56.011000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 14;-15.638000;-56.011000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 03;-15.641000;-55.979000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 70;-15.542000;-56.031000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 71;-15.543000;-56.033000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 92;-15.611133;-56.983294;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Barra do Bugres;5101704;subterraneo;CURRUPIRA;-15.285556;-57.981944;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Ponte Branca;5106703;subterraneo;Ponto 1;-16.764472;-52.835806;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.01 NILCE BARRETO;-17.114722;-58.002500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;PT 01 A. DO PARQUE I;-15.686111;-56.436111;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Barra do Bugres;5101704;subterraneo;NOVA FERNADOPOLIS;-14.871944;-57.642500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 04 AGUAS CLARAS;-15.647222;-55.994722;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nossa Senhora do Livramento;5106109;subterraneo;Ponto 8;-15.778992;-56.351914;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Santo Afonso;5107263;subterraneo;Ponto 1;-14.000000;-57.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.02 ALICE NOVACK;-16.268889;-57.058889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Ribeirãozinho;5107198;subterraneo;Ponto 1;-16.293922;-52.419382;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 188;-15.533056;-56.032500;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 191;-15.826389;-57.413056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. JONAS PINHEIRO;-15.538333;-56.031111;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 151;-15.543025;-56.487875;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 164;-15.656528;-55.923583;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Ribeirãozinho;5107198;subterraneo;Ponto 1;-16.334392;-52.502972;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;PT 02 A PARQUE II;-17.167778;-56.874722;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 01 PEQUIZEIRO;-15.790000;-57.430833;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 02 PEQUIZEIRO;-16.970556;-57.195278;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 03 PEQUIZEIRO;-16.479444;-57.063056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 04 PEQUIZEIRO;-16.815000;-56.309167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 05 PEQUIZEIRO;-16.248333;-56.288889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 01 ALTOS PQ II;-15.686944;-56.029167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 01 ST TEREZINHA;-15.657500;-56.031667;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Campo Novo do Parecis;5102637;subterraneo;Ponto 1;-13.390000;-57.530000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Campo Novo do Parecis;5102637;subterraneo;Ponto 2;-13.170000;-58.020000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Nova Marilândia;5108857;subterraneo;PT1 CENTRO;-14.000000;-56.000000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 90;-15.666000;-56.038000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.01 SOLAR CHAPADA;-15.558889;-56.553056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 107;-15.560000;-56.019000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 30;-15.655000;-55.998000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 31;-15.660000;-55.975000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 187;-16.894444;-56.103889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 124;-15.541261;-56.036008;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 68;-16.656111;-56.288611;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 53;-15.969167;-56.719167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 62;-15.548000;-56.031000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 82;-15.564897;-56.020700;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 02;-15.639000;-55.983000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 52;-15.561119;-56.021047;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 55;-15.725000;-56.838889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 58;-15.988611;-57.660000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.03 Alice novack;-15.638333;-55.993889;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Vila Bela da Santíssima Trindade;5105507;subterraneo;Ponto 1;-15.014312;-59.971549;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 123;-16.118056;-56.098611;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 125;-15.540875;-56.033197;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 122;-15.534614;-56.034275;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 189;-15.727222;-57.603056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 190;-15.920833;-57.448333;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 69;-15.547000;-56.037000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cáceres;5102504;subterraneo;Ponto 1;-16.372222;-57.775556;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 01 ST TEREZINHA;-15.664722;-56.027778;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 02 ALTOS PQ II;-15.685000;-56.024167;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T. 77;-15.570797;-56.020742;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Conquista D'Oeste;5103361;subterraneo;Ponto 3;-14.511693;-59.476947;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Conquista D'Oeste;5103361;subterraneo;Ponto 2;-14.511866;-59.474668;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Conquista D'Oeste;5103361;subterraneo;Ponto 1;-14.512656;-59.469351;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cuiabá;5103403;subterraneo;P.T.02 SOLAR CHAPADA;-16.493333;-57.641944;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Dom Aquino;5103601;subterraneo;PT 1;-15.816240;-54.916010;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Dom Aquino;5103601;subterraneo;PT 2;-15.946300;-54.957050;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Dom Aquino;5103601;subterraneo;PT 1;-15.843800;-54.950790;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 169;-15.517500;-56.183056;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Nova Santa Helena;5106190;subterraneo;Ponto 1;-10.877440;-55.048560;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Tangará da Serra;5107958;subterraneo;Ponto 1;-14.362460;-57.281020;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cáceres;5102504;subterraneo;Ponto 1;-16.036944;-57.635555;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cáceres;5102504;subterraneo;Poço Santo Antonio;-16.112700;-57.675200;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cáceres;5102504;subterraneo;Poço Cohab Nova;-16.049160;-57.661000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Cáceres;5102504;subterraneo;Poço Jd Padre Paulo;-16.056388;-57.654722;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Sinop;5107909;subterraneo;Ponto 20;-11.849592;-55.539482;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 23;-11.853086;-55.535495;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Juscimeira;5105200;subterraneo;PT 05;-16.052930;-54.881920;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cáceres;5102504;subterraneo;P. HORIZONTE DOESTE;-16.050833;-57.654722;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Itiquira;5104609;subterraneo;PT 01;-17.231760;-54.453810;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 09;-15.544729;-54.302669;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 61;-15.513000;-56.027000;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 65;-16.694444;-57.503333;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T. 101;-16.963333;-56.984444;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Guiratinga;5104203;subterraneo;PT I VALE RICO;-15.204601;-53.461617;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Cuiabá;5103403;subterraneo;P.T.03 ALICE NOVACK;-16.139722;-57.061667;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Dom Aquino;5103601;subterraneo;PT 1;-15.905230;-54.872410;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 10;-15.547808;-54.303116;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 11;-15.548458;-54.305247;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 01;-15.554739;-54.298538;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 02;-15.555497;-54.301055;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 04;-15.531128;-54.292347;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 05;-15.564039;-54.291539;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 06;-15.571100;-54.305044;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 13;-15.539700;-54.298550;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Primavera do Leste;5107040;subterraneo;PTP 14;-15.533958;-54.286161;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 18;-11.941301;-55.514394;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
São José do Povo;5107297;subterraneo;PT 03;-16.419930;-54.262270;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Várzea Grande;5108402;subterraneo;PT 115;-15.724132;-56.136669;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 68;-15.724113;-56.136669;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Várzea Grande;5108402;subterraneo;PT 100;-15.719783;-56.086022;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2015
Sinop;5107909;subterraneo;PT 14;-11.900631;-55.511372;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 05;-11.838351;-55.518967;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 13;-11.836304;-55.519303;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 17;-11.912529;-55.472836;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 19;-11.810813;-55.486564;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 08;-11.840699;-55.511372;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 06;-11.837751;-55.508747;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 15;-11.838837;-55.514919;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
Sinop;5107909;subterraneo;PT 09;-11.875959;-55.504460;SISAGUA;cadastro pontos de captação Dados Abertos SUS · ano 2014
